评论,时间,点赞数,标签
4.8w了，还是十分,1679490267,8,0
看到爷爷点这身装扮，觉得是个有文人气质的老先生，同时也想到了木心先生,1679488022,1,0
emmm感觉不太对。老衣服如果真的是正经做工怎么能扔洗衣机。想表示干洗整烫过的意思吗？衣服面料做工看着不像是老西装，但是版型是爱德华时代前的最老的jacket，jacket还是外套只有上面一粒扣的时代。出来效果也不像老的西装。信息太少不好判断。,1679457397,5,0
突然意识到，为什么县衙府里的要叫大人，而留洋归来的却叫先生了,1679467967,2,0
b站是懂神化的，不能全怪人家,1679586812,3,0
爷爷穿西装超帅[星星眼][星星眼],1679393689,21,0
这10分会随着我们的意志一直走下去,1679568360,1,0
码的，太帅了我超！！！我一男的，根本把持不住这种美感,1679567597,1,0
6万人,1679496997,6,0
都说为人师表，这身衣服一穿真的是提现当年教师风度,1679550192,2,0
@多舌啊,1679486564,2,0
5.6w 10.0 诚恳请求接下来的别点错，别勿触，谢谢！！！,1679494113,1,0
5.0W！还是10分！[星星眼],1679490781,4,0
爱真的没有上限,1679555144,1,0
这个爷爷有点像指环王里Saramen,1679498189,1,0
6.7w，十分！,1679500819,1,0
原来爷爷是教授哇[星星眼][星星眼]一直以为是模特来着,1679413080,2,0
颇有名士风流[打call],1679565049,1,0
2.5万人10分 神迹,1679474593,1,0
希望一直是这个分数,1679561524,0,0
爷爷这个年纪了依然帅气儒雅诶，希望爷爷一直身体健康每天都开开心心[打call][打call],1679497700,1,0
一回首往事如烟，匆匆那年，竟无语凝噎,1679575609,1,0
4.8w了，还是十分,1679490267,8,0
看到爷爷点这身装扮，觉得是个有文人气质的老先生，同时也想到了木心先生,1679488022,1,0
这10分会随着我们的意志一直走下去,1679568360,1,0
码的，太帅了我超！！！我一男的，根本把持不住这种美感,1679567597,1,0
6万人,1679496997,6,0
emmm感觉不太对。老衣服如果真的是正经做工怎么能扔洗衣机。想表示干洗整烫过的意思吗？衣服面料做工看着不像是老西装，但是版型是爱德华时代前的最老的jacket，jacket还是外套只有上面一粒扣的时代。出来效果也不像老的西装。信息太少不好判断。,1679457397,5,0
@多舌啊,1679486564,2,0
b站是懂神化的，不能全怪人家,1679586812,3,0
